date,market_regime,notes,sharpe_ratio,max_drawdown,win_rate,excess_return,calmar_ratio
2024-01-01,bear,,0.3983625966306545,0.1722614974353618,0.5920727572338634,0.07329407983933393,0.5821661911341982
2024-01-02,low_volatility,,0.4653105853384465,0.14021553324705766,0.5735164239839617,0.10483658066875201,0.5066593074274515
2024-01-03,low_volatility,,0.4640459301217446,0.28211240520770026,0.5255761095870534,0.034077062288311886,0.7929553289388054
2024-01-04,high_volatility,,0.33251891001829303,0.16237960037976093,0.5065705354196071,0.08724727742197694,0.6356274795780923
2024-01-05,sideways,,0.36378778309485127,0.13129274642859423,0.4188454542514496,0.10680120626000099,0.8739790832988522
2024-01-06,sideways,,0.1240494733141298,0.14950401244252604,0.5342835785375522,0.08836986669705443,0.334358639082299
2024-01-07,bear,,0.47438624966429294,0.09169618884850837,0.4968597566452891,0.08152641295135638,0.4369465907222708
2024-01-08,low_volatility,,0.4227359252739195,0.23252528825961322,0.48447359921216737,0.06755307544056573,0.14332188280792524
2024-01-09,high_volatility,,0.3525169804182219,0.15145963732595225,0.5222523191722971,0.07072724701793344,0.28398267673859534
2024-01-10,sideways,,0.16922098864415608,0.2120274290600968,0.6084505032007698,0.027536878975983677,0.6074784213455604
2024-01-11,bull,,0.2363246616244306,0.10439887233905856,0.540889411863187,0.09984297826947042,0.720700328283805
2024-01-12,bull,,0.5504225164457686,0.3159109627760204,0.6263170668765702,0.0890321369716572,0.4459339082835319
2024-01-13,bull,,0.19878445902498923,0.25467278591992343,0.5958062134533527,0.07288960108712218,0.5282950461650416
2024-01-14,sideways,,0.47354367916196116,0.1673881633567605,0.3626341413143098,0.029886830543771795,0.5935100043460819
2024-01-15,bull,,0.35260630613739635,0.1690481786069046,0.5157111161535912,0.060932150969057096,0.5553097715360351
2024-01-16,bear,,0.39810072049846457,0.1338116899882111,0.5722455719015852,-0.01840123018342185,0.37936419461011023
2024-01-17,bear,,0.5268939290664152,0.19273280219276262,0.6137517809994754,0.0485154769849099,0.3444769693429568
2024-01-18,low_volatility,,0.5784435310910592,0.14325988801017406,0.40598385256444297,0.058656462684423726,0.711159231788832
2024-01-19,bull,,0.4363112613613355,0.21022235169219383,0.5492994263265791,0.033765978091518156,0.4236875537614166
2024-01-20,bull,,0.3651660740209032,0.23496450394645685,0.5607938267333578,0.037600563487852595,0.32926691971930167
2024-01-21,bull,,0.18945925807456523,0.13372997188323815,0.42558286365688497,0.09666677309454849,0.3761858987001322
2024-01-22,sideways,,0.7023409454588967,0.1869456757158326,0.4638030068658207,0.03956504623372477,0.10810327908797807
2024-01-23,bull,,0.17700874131991698,0.25606733410427335,0.43772339407058236,0.03731520160082871,0.5955248864655702
2024-01-24,bull,,0.29458902741565357,0.2456374018574769,0.545635010984425,0.023803465158195487,0.5799304076887091
2024-01-25,sideways,,0.26820240322015776,0.07927540622825464,0.48135237043660106,0.0395539008858854,0.49150767156193903
2024-01-26,bear,,0.5168885280560004,0.16445113488261148,0.4649364170840399,0.06378198078041193,0.8374115006885152
2024-01-27,sideways,,0.4786913290340491,0.13920795991491158,0.4356723675706541,0.12107047915736907,0.664429792153246
2024-01-28,high_volatility,,0.4473308581271248,0.24777184279469697,0.46440291002842704,0.06534946606412949,0.5041405097805987
2024-01-29,bear,,0.545484037561559,0.18307979008137001,0.5346989646715454,0.05235581988612339,0.31794912501291184
2024-01-30,low_volatility,,0.40106117189007906,0.1761497903101747,0.43317911219370936,0.05535202174847278,0.2459597254459675
2024-01-31,high_volatility,,0.628881628833413,0.11806166228173275,0.5175487716935285,0.0953122148857079,0.9445664310245945
2024-02-01,sideways,,0.13122810857697148,0.22974400186448132,0.46501557676912814,0.041932590718847654,0.643367358055964
2024-02-02,bear,,0.6253374580546047,0.2162182183498039,0.48112083334268263,0.029908362033031835,0.6427797774839179
2024-02-03,bull,,0.343623886038196,0.1945716601293649,0.6769955265552398,0.07527413248538925,0.6355260451200927
2024-02-04,low_volatility,,0.5500559414827428,0.16455212690957907,0.5813064982686468,0.03974543144552166,0.12815702596644524
2024-02-05,bear,,0.7568896218363599,0.1423807264730418,0.621884206781322,0.12474161030857657,0.5130766004290372
2024-02-06,bull,,0.40416557490914534,0.15094154155870823,0.5600856863991834,0.07196657917150204,0.3977678127353266
2024-02-07,bear,,0.28962860576409255,0.2293051699700867,0.5915671561530493,0.04754145875392294,0.5894070569072489
2024-02-08,bear,,0.5697307365950965,0.257802195617329,0.37865204831844823,0.03601460790284912,0.2298617584841558
2024-02-09,bear,,0.22740269027973778,0.17231749022541376,0.6462912250897528,0.05042504973174178,0.2973551270975394
2024-02-10,high_volatility,,0.14300963436916114,0.14419210009575126,0.5977950164504207,0.07717553418567413,0.4713618031092463
2024-02-11,bear,,0.38010425676044063,0.24650044145081934,0.3979790851585896,0.08825613946579974,0.441242714701442
2024-02-12,sideways,,0.3605031236150293,0.12431497978734936,0.6382977672848454,0.06789572499217872,0.3521362208890314
2024-02-13,sideways,,0.3959355520160699,0.23706057517125628,0.48923305855712296,0.12605711121123742,0.6836192837628996
2024-02-14,bear,,0.3847075629058189,0.27773656343767017,0.4491719783185433,0.06624992386093072,0.4913246324127949
2024-02-15,high_volatility,,0.6729508525874484,0.259413345765785,0.45315101518024303,0.061681416748120756,0.662102141437416
2024-02-16,bull,,0.4638375121164725,0.18109668934323622,0.7053552457384126,0.1315001172340538,0.4457575373508173
2024-02-17,bull,,0.49330831734370395,0.189927818199183,0.5332621745711311,0.009076652070720469,0.1
2024-02-18,high_volatility,,0.6705523282301225,0.18962846398234703,0.423220551553241,0.03376930750733405,0.3491275472833011
2024-02-19,bear,,0.15768140293366792,0.18285414565745578,0.47090965527852763,0.07584956190251266,0.4021679950047715
2024-02-20,bull,,0.16092755883935406,0.10443173595344417,0.6209946810113284,0.06139509858845513,0.5221729727584659
2024-02-21,high_volatility,,0.2960262313414883,0.19515650018009018,0.528544113932953,0.08092765585193357,0.6237246119029042
2024-02-22,high_volatility,,0.38407664119625484,0.16184917502063767,0.6541748528427946,0.0993860587711471,0.4431881447897918
2024-02-23,low_volatility,,0.3916704058068633,0.1167805928362014,0.43605708410811933,0.06903285815621914,0.7366955168319467
2024-02-24,sideways,,0.26518417142471623,0.21145499957932812,0.5420455991782961,0.04737501664036231,0.551380436447733
2024-02-25,low_volatility,,0.3108487966359963,0.1826354614453571,0.5850177054579186,0.06456367000663922,0.7194517659549292
2024-02-26,sideways,,0.2837769673857296,0.19927421277055074,0.46958245634020856,0.028837998343519914,0.3744889667018424
2024-02-27,bear,,0.3170981813431027,0.2513357809439757,0.40953848948375526,0.033508800717677825,0.33494991271981533
2024-02-28,low_volatility,,0.6121453977508222,0.11020119621246793,0.5667171889752043,0.06435583090770708,0.2222332482807502
2024-02-29,high_volatility,,0.42533475855904834,0.1249165386971421,0.7089218095748618,0.07760702034003802,0.42202753035161256
2024-03-01,bull,,0.3791767064613409,0.16151829195596576,0.5076396452203442,0.04431382206083766,0.603359116416919
2024-03-02,bear,,0.28015540383418946,0.15011505530651365,0.5179255536460861,0.10678055609391279,0.4309606647805454
2024-03-03,bear,,0.3744654525417437,0.13289455454611304,0.5208159384285017,0.09763716342431092,0.637468135406099
2024-03-04,sideways,,0.4719254929338673,0.2876793601697287,0.35982093364008766,0.11202315645102603,0.4940022795542531
2024-03-05,bear,,0.37455798447940925,0.2174490321834599,0.6187329105602726,0.03999317101951044,0.48778601859790566
2024-03-06,sideways,,0.45203913911589233,0.157969897374462,0.5003873342960434,0.05080919998384166,0.8722118409980919
2024-03-07,low_volatility,,0.435518930181466,0.17547131129551113,0.5089601077176578,0.09164812717619028,0.5988879953486698
2024-03-08,bear,,0.3891824490047504,0.1733175526058805,0.48688168080912186,0.052611245176457044,0.5066024711166609
2024-03-09,bear,,0.5274969296775589,0.26975527296362395,0.4148650140155043,0.05805968566234812,0.8616340238128326
2024-03-10,high_volatility,,0.6890125753584612,0.17447779903301008,0.5365104664864063,0.05874915834244739,0.5349548757464072
2024-03-11,high_volatility,,0.3045448719574793,0.30583097777575574,0.3064097873795326,0.08396397851794515,0.3763422870348699
2024-03-12,sideways,,0.3345687525023084,0.21085405468017965,0.5627792058165498,0.02878389764614614,1.0064509593422228
2024-03-13,low_volatility,,0.3286689019626125,0.19587561119901165,0.4866751530678145,0.06827889120565295,0.48094208302625024
2024-03-14,bear,,0.6037019527542202,0.20129729112847766,0.5367272264566684,0.06239602261879718,0.47137185399947246
2024-03-15,high_volatility,,0.3999566571952237,0.2122218228124107,0.5074519377608911,0.12216258241134015,0.6690334235622607
2024-03-16,bear,,0.321288039396841,0.18149145509713435,0.4569337933752925,0.08561134279745648,0.7697947357389707
2024-03-17,bear,,0.3214875169147375,0.11886654171243756,0.6108634814037955,0.08425192846554203,0.592418998829779
2024-03-18,low_volatility,,0.3832346546303357,0.17489643708128735,0.4502952071909136,0.11498344550326386,0.19561723748970955
2024-03-19,low_volatility,,0.3165245364334329,0.12088826789932111,0.4644341508899595,0.07620383309555231,0.44043065146557786
2024-03-20,bull,,0.546337611921679,0.22911104163471638,0.4882920267256739,0.0700444890821323,0.4290379075017176
2024-03-21,bear,,0.6576968251890687,0.2013432573038238,0.48136617320513314,0.10363005351918958,0.2691774583718131
2024-03-22,low_volatility,,0.3286243693866527,0.16933887242819987,0.44017119620184897,0.0766197564227232,0.26327448327737313
2024-03-23,high_volatility,,0.42817121377615663,0.23393647436699536,0.31429044615119356,0.05380096085456688,0.6115596980726378
2024-03-24,low_volatility,,0.593118229012686,0.17347597891770994,0.5360391714244547,-0.002133513328446239,0.38323139236572074
2024-03-25,high_volatility,,0.20585344397226593,0.18300959617855828,0.4200411478851804,0.026128156804660053,0.7500163631115704
2024-03-26,bear,,0.44461228697666727,0.18349629907269902,0.6953140940781837,0.11210508431404767,0.6549851044236962
2024-03-27,bull,,0.32412624648322996,0.16257504378794946,0.4781494781719456,0.0897292678247357,0.499670655161238
2024-03-28,high_volatility,,0.6286703360217123,0.09363541185938705,0.5648425067191833,0.047156840160864716,0.4018176689640093
2024-03-29,sideways,,0.4266990878855822,0.15096741590826174,0.5371237000130379,0.020591808597209264,0.49622326441992987
2024-03-30,sideways,,0.570191897751689,0.2531694988643979,0.5862859404768545,0.11592754769702229,0.6224952393760198
